New Sentence, Luganda - Translation,Swahili - Translation,Sentiment code
She got furious when her husband threw her phone in a swimming pool.,Yasunguwala ng'omwami we akasuse essimu ye mu kidiba ekiwugirwamu.,Alikasirika baada ya mume wake kuitupa simu yake kwenye bwawa la kuogelea.,Neg
I am tired of working on this work alone.,Nkooye okukola ku mulimu guno nzekka.,Nimechoka kufanya kazi hii peke yangu.,Neg
They were selected as one of the best couples in town.,Baalondeddwa ng'abamu ku baagalana abasinga mu kibuga.,Walichaguliwa kuwa ni miongoni mwa wanandoa bora mjini.,Pos
He is upset because I ignored him at the party.,Munyiivu kubanga namwebalamye ku kabaga.,Amekasirika kwasababu nilimdharau kwenye sherehe.,Neg
I am happy because she helped me iron my pants.,Ndi musanyufu kubanga yannyambye okugolola obuwale bwange obw'omunda.,Ninafuraha kwasababu alinisaidia kunyoosha suruali zangu.,Pos
All the children at school love that teacher because he is funny.,Abaana bonna ku ssomero baagala omusomesa oyo kubanga asesa.,Watoto wote shuleni pale wanampenda mwalimu yule kwasababu ni mcheshi.,Pos
We enjoy picking mangoes from the garden.,Tunyumirwa okulonda emiyembe okuva mu nnimiro.,Tunafurahia kuokota embe kutoka bustanini.,Pos
I hate eating fried rice.,Saagala kulya muceere musiike.,Sipendi kula wali wa kukaanga.,Neg
He accidentally broke the window.,Yayasizza eddinisa mu butanwa.,Kwa bahati mbaya alivunja dirisha.,Neg
"Unfortunately, the price of this car is very high.","Eky'omukisa omubi, ebisale by'emmotoka eno biri waggulu nnyo.","Kwa bahati mbaya, bei ya gari hili ni ghali sana.",Neg
She was overjoyed when her land was sold in three days.,Yajjula essanyu ng'ettaka lye litundiddwa mu nnaku ssatu.,Alifurahi sana baada ya ardhi yake kuuzwa ndani ya siku tatu.,Pos
Your mother looks beautiful with that hairstyle.,Nnyoko alabika bulungi ng'asibye omusono gw'enviiri ogwo.,Mama yako huwa anapendeza sana kwa mtindo ule wa nywele.,Pos
My new house is better than yours.,Ennyumba yange empya esinga eyiyo.,Nyumba yangu mpya ni bora sana kuliko ya kwako.,Pos
He was excited when we introduced him to a pretty girl.,Yasanyuka nga tumwanjudde eri omuwala omulungi.,Alifurahi tulipomtambulisha kwa msichana mrembo.,Pos
The children are confused because they lost their way to their home.,Abaana basobeddwa kubanga ekkubo eribazza ewaka lyababuze.,Watoto wale walichnaganyikiwa kwasababu walipotea njia ya kwenda nyumbani.,Neg
Everyone was amazed when the runner completed the race in thirty minutes.,Buli omu yeewuunya ng'omuddusi amazeeko empaka mu ddakiika makumi asatu.,Kila mmoja alistaajabu baada ya mkimbiaji kumaliza mashindano ya mbio zile kwa dakika thelathini tu.,Pos
I am happy because you know how to sew baskets.,Ndi musanyufu kubanga omanyi okuluka ebisero.,Nina furaha kwasababu unajua kushona vikapu.,Pos
Today is the best day for our children.,Olwaleero lwe lunaku olukyasinze eri abaana baffe.,Leo ni siku bora kwa watoto wetu.,Pos
We were relieved when the manager stopped us from working on Saturdays.,Twawewuka nga maneja atugaanye okukola buli Lwomukaaga.,Tulifarijika baada ya meneja yule kutusimamisha kufanya kazi siku za Jumamosi.,Pos
Our mother was happy when we bought five bags of charcoal.,Nnyaffe yabadde musanyufu nga tuguze nsawo z'amanda ttaano.,Mama yetu alifurahi tuliponunua viroba vitano vya mkaa.,Pos
That house was built by the best builders in town.,Ennyumba eyo yazimbibwa abazimbi abasinga okuzimba mu kibuga.,Nyumba ile ilijengwa na mafundi nguli wa hapa mjini.,Pos
"Surprisingly, we have been best friends since childhood.","Ekyewuunyisa, tubadde baamikwano abasinga okuva mu buto.","Inashangaza, tumekuwa marafiki wa kweli tangu utotoni.",Pos
I got angry when my brother accused me of theft.,Nanyiiga nga muganda wange/mwannyinaze annenyezza olw'obubbi.,Nilikasirika baada ya kaka yangu kunituhumu kwa wizi.,Neg
It is fun playing basketball.,Okuzannya omupiira gw'ensero kunyuma.,Ni jambo la kufurahisha kucheza mpira wa kikapu.,Pos
The baby enjoys drinking watermelon juice.,Omwana anyumirwa okunywa juyisi wa watermelon.,Mtoto yule anafurahia kunywa sharubati ya tikiti.,Pos
It is unhealthy to eat a lot of food for breakfast.,Si kya bulamu okulya emmere ennyingi ku kyenkya.,Sio vizuri kiafya kula chakula kingi kwaajili ya kifungua kinywa.,Neg
"Sadly, she lost her parents in a plane crash.","Eky'ennaku, bazadde be baafiira mu kabenje k'ennyonyi.","Huzuni, aliwapoteza wazazi wake kwenye ajali ya ndege.",Neg
We were hurt when she refused to come to the engagement dinner.,Kyatunyiga ng'agaanye okujja ku kyeggulo ky'okusaba obufumbo.,Tuliumizwa alipokataa kuhudhuria kwenye chakula cha jioni kwaajili ya uvalishwaji wa pete.,Neg
Those men were arrested for stealing people's cows.,Abasajja abo baakwatibwa lwa kubba nte z'abantu.,Watu wale walikamatwa kwa kuiba ng'ombe wa watu.,Neg
She has beautiful long black hair.,Alina enviiri empanvu enzirugavu ennungi.,Ana mywele nzuri ndefu nyeusi.,Pos
He was happy when she sent him rose flowers on his birthday.,Yali musanyufu ng'amusindikidde ebimuli bya looza ku mazaalibwa ge.,Alifurahi alipopewa maua ya waridi kwenye siku yz kumbukizi yake ya kuzaliwa.,Pos
The footballers are putting on nice attires.,Abazannyi b'omupiira bambadde ebyambalo ebirungi.,Wachezaji mpira wanavaa mavazi mazuri.,Pos
"Sadly, she ate a lot of chocolates which spoiled her teeth.","Eky'ennaku, yalidde chocolate mungi eyayonoonye amannyo ge.","Inasikitisha, alikula chokoleti sana ambayo iliyaharibu meno yake.",Neg
The receptionist got angry when he was denied access to the computer room.,Ayaniriza abagenyi yanyiize ng'agaaniddwa okuyingira mu kisenge omuterekebwa kompyuta.,Mpokea wageni alikasirika alipozuiwa kuingia chumba cha kompyuta.,Neg
She hates traveling by school bus because it is too crowded.,Tayagala kutambulira mu bbaasi y'essomero kubanga ebaamu omugotteko.,Anachukia kusafiri kwa basi la shule kwasababu limejaa sana.,Neg
I am glad to be your date tonight.,Ndi musanyufu okuba omwagalwa wo ekiro kya leero.,Nimefurahi kuwa pamoja nawe usiku wa leo.,Pos
She was excited to be the manager of our branch.,Yali musanyufu okuba maneja w'ettabi lyaffe.,Alifurahi sana kuwa meneja wa tawi letu.,Pos
We were happy when she accepted our guidance.,Twabadde basanyufu ng'akkirizza okulu??amya kwaffe.,Tulifurahi alipokubali mongonzo wetu.,Pos
My cousin loves eating chocolates while traveling on long journeys.,Kizibwe wange ayagala okulya chocolate ng'atambula ku ??endo empanvu.,Binamu yangu anapenda kula chokoleti anaposafiri safari ndefu.,Pos
I was relaxed when I finished the job interview.,Nakkakkanye nga mmalirizza okubuuzibwa kw'omulimu.,Nilikuwa na amani nilipomaliza usaili wangu wa kazi.,Pos
We love our new team leader.,Omukulembeze w'ekibinja kyaffe omuggya tumwagala.,Tunampenda kiongozi wetu mpya wa timu.,Pos
They are sad because they missed the registration process for the scholarship.,Banakuwavu kubanga baasubiddwa okwewandiisa okufuna sikaala.,Wana huzuni kwasababu walichelewa hatua za usajili kwaajili ya udhamini wa masomo.,Neg
I can't tolerate being in a room with cigarette smoke.,Sisobola kukkiriza kubeera mu kisenge ekirimu omukka gwa sigala.,Siwezi kuvumilia kuwa katika chumb chenye moshi wa sigara.,Neg
His family was overjoyed when he got married to a princess.,Famire ye yajjudde essanyu ng'afumbiddwa omumbejja.,Familia yae ilifurahi sana alipomuoa binti mfalme..,Pos
She feels a lot of pain whenever she carries her baby on her back.,Awulira obulumi bungi buli lw'aweeka omwana we ku mugongo.,Huwa anahisi maumivu makali anapombeba mtoto wake mgongoni.,Neg
We were unhappy when the netballer gave up on her talent.,Tetwali basanyufu ng'omuzannyi w'omupiira gw'okubaka asuddewo ekitone kye.,Hatukufurahi mmchezaji yule wa mpira wa pete alipokatia tamaa kipaji chake.,Neg
"Sadly, he is addicted to smoking cigarettes.","Eky'ennaku, yatamiira okufuuweeta sigala.","Inasikitisha, aekuwa mraibu wa uvutaji wa sigara.",Neg
The police said that this murder case is very complicated.,Poliisi yagambye nti omusango guno ogw'obutemu tegutegeerekeka.,Polisi walisema kwamba kesi hii ya mauaji ni ngumu sana.,Neg
The minister thanked all the guests.,Minisita yeebazizza abagenyi bonna.,Waziri aliwashukuru wageni wote.,Pos
The people I met yesterday were unfriendly.,Abantu be nasisinkanye olunaku lw'eggulo tebaabadde bantubalamu.,Watu niliokutana nao jana hawakuwa na utu.,Neg
He refused to watch television with us.,Yagaanye okulaba naffe ttivvi.,Alikataa kutazama luninga pamoja nasi.,Neg
Your auntie is a very kind woman.,Ssengaawo mukyala wa kisa.,Shangazi yako ni mkarimu sana.,Pos
We are happy because they agreed to pay our money.,Tuli basanyuyfu kubanga bakkirizza okusasula ensimbi zaffe.,Tumefurahi kwasababu walikubaliana kutulipa fedha zetu.,Pos
He solved all his problems when he got money.,Yagonjoola ebizibu bye byonna ng'afunye ssente.,Alitatua matatizo yake yote alipopata fedha.,Pos
My friends are very courageous.,Mikwano gyange migumu nnyo.,Marafiki zangu ni majasiri sana.,Pos
He hates that old man because he is stubborn.,Toyagala musajja oyo omukadde kubanga alina effujjo.,Hampendi mzee yule kwasababu yeye ni msumbufu.,Neg
I felt unhappy when I fell asleep without washing the dishes.,Nawulidde bubi otulo bwe twantutte nga sinnayoza ssowaani.,Sikufurahia nilipopitiwa na usingizi bila ya kuosha vyombo.,Neg
We are frustrated because the manager is slow at making decisions.,Tusobeddwa kubanga maneja asooba mu kukola okusalawo.,Tumechanganyikiwa kwasababu meneja ni mzito kwenye kufanya maamuzi.,Neg
"Unfortunately, the villagers were tricked into believing that I am a doctor.","Eky'omukisa omubi, bannakyalo baadyekebwa okukkiriza nti ndi musawo.","Bahati mbaya, wanakijiji walidanganywa kwenye kuamini mimi ni daktari.",Neg
We enjoyed walking for a long distance because it was a cloudy day.,Twanyumiddwa okutambula olugendo oluwanvu kubanga olunaku lwabadde lwa kiddedde.,Tulifurahi kutembea kwa miguu umbali mrefu kwasababu kulikuwa ni siku yenye mawingu.,Pos
The young girl has got an itchy rash on her skin which has made her uncomfortable.,Akawala kalina obutulututtu obusiiwa ku lususu lwako olukaleetedde okuba nga tekawulira mirembe.,Binti yule mdogo alipata vipele vyenye kuwasha kwenye ngozi yake ambavyo vilimnyima amani.,Neg
Her parents were unhappy when she got married to an old man.,Bazadde be baali banyiivu ng'afumbiddwa omusajja omukadde.,Wazazi wake walichukizwa alipoolewa na mzee.,Neg
The children are watching their favorite television show.,Abaana balaba pulogulaamu y'oku ttivvi gye basinga okwagala.,Watoto wale wanatazama kipindi chao pendwa cha televisheni.,Pos
Good children make their parents glad all the time.,Abaana abalungi basanyusa bazadde baabwe ekiseera kyonna.,Watoto wazuri huwafurahisha wazazi wao muda wote.,Pos
They enjoy listening to love stories.,Banyumirwa okuwuliriza emboozi z'omukwano.,Wanafurahia kusikiliza simulizi za mapenzi.,Pos
The sweet words she told me made my day.,Obugambo obuwoomu bwe ya??amba bwankolera olunaku.,Maneno matamu aliyoniambia yameikamilisha siku yangu.,Pos
The dance troupe gave a disappointing performance.,Ekibiina ky'abazinyi kyazina bubi nnyo.,Kundi lile la unenguaji lilicheza chini ya kiwango.,Neg
His handwriting looks neat and clear in this book.,Empandiika ye erabika bulungi era etegeerekeka mu kitabo kino.,Mwandiko wake ni mzuri na wenye kueleweka katika daftari hili.,Pos
Our mother was angry when I dropped the plate and it broke into pieces.,Nnyaffe yali munyiivu nga nsudde essowaani n'eyatikamu ebibajjo.,Mama yetu alikasirika nilipoangusha sahani na kuvunjika vipande vipande.,Neg
My parents deserve to get all the good things in this world.,Bazadde bange basaana okufuna ebirungi byonna ebiri mu nsi.,Mama yangu wanastahili kupata mambo mazuri yote duniani.,Pos
We were sad when you refused to work for that company.,Twali banakuwavu ng'ogaanye okukolera kampuni eyo.,Tulihuzunishwa ulipokataa kufanya kazi kampuni ile.,Neg
The team feels comfortable with training in the morning and evening.,Ttiimu terina buzibu na kutendekebwa ku makya n'akawungeezi.,Timu ile inafurahia mazoezi asubuhi na jioni.,Pos
I was excited when she booked one of the best gardens for the wedding reception.,Nasanyuka ng'akutte ekimu ku bifo ebikolerwamu emikolo ekisinga obulungi ng'ekifo eky'okwanirizaamu abagenyi ku mbaga.,Nilifurahishwa aliponiandalia moja wapo ya bustani bora kwa mapokezi ya harusi.,Pos
This is the worst birthday party I have ever seen.,Kano ke kabaga k'amazaalibwa akakyasinze okuba akabi ke nali ndabye.,Hii ni tafrija mbaya zaidi ya kumbukizi ya kuzaliwa nilizowahi kuzishuhudia.,Neg
We are shocked to hear that the gateman hanged himself to death.,Twewuunyizza okwulira nti omukuumi yeetuze n'afa.,Tulishtushwa kusikia kwamba mlinzi wa getini alijinyinga mpaka kufa.,Neg
They love to stay with their stepmother during the Christmas season.,Baagala okubeera ne nnyaabwe atabazaala mu kiseera kya Ssekukkulu.,Wanapenda kukaa na mama yao wa kambo kipindi cha msimu wa Krismasi.,Pos
We rejoiced when the netballer scored two goals in the last minutes.,Twajaganyizza ng'omuzannyi w'omupiira gw'okubaka ateebye ggoolo bbiri mu ddakiika ezisembayo.,Tulifurahi baada ya mchezaji yule wa mpira wa pete aliposhinda magoli mawili dakika za mwishoni.,Pos
He was relieved when he got medicine for the itchy nose.,Yakkakkana ng'afunye eddagala ly'ennyindo emusiiwa.,Alifarijika alipopata dawa ya muasho puani.,Pos
I enjoyed the conversation I had with the king.,Nanyumiddwa emboozi gye nanyumizza ne kabaka.,Nilifurahia mazungumzo niliyokuwa nayo pamoja na mfamle.,Pos
She was arrested for burning the baby with hot porridge.,Yakwatiddwa lwa kwokya mwana n'obuugi obwokya.,Alikamatwa kwa kumuunguza mtoto kwa uji wa moto.,Neg
His workmates hate him because he despises them.,Bakozi banne tebamwagala kubanga abayisaamu amaaso.,Wafanyakazi wenzake wanamchukia anawadharau.,Neg
Thank you for surprising me with a birthday cake.,Weebale kunneewuunyisa ne kkeeci y'amazaalibwa.,Asante kwa kunishangaza kwa kwa zawadi ya keki ya kumbukizi ya kuzaliwa.,Pos
Your weird behavior makes me cry.,Empisa zo embi zindeetera okukaaba.,Tabia yako ya ajabu iliniliza.,Neg
I am unhappy because my cousin feels jealous of everything that I do.,Siri musanyufu kubanga kizibwe wange awulira ensaalwa eri buli kintu kye nkola.,Sina furaha kwasababu binamu yangu ana wivu kwa kila jambi nilifanyalo.,Neg
"In our kingdom, we are proud of our king.","Mu bwakabaka bwaffe, twenyumiriza mu kabaka waffe.","Katika eneo letu la ufalme, tunajivunia mfalme wetu.",Pos
We are excited because today is the handover of our school prefects.,Twesunze kubanga olwaleero lwe lunaku olw'okuwaayo obuyinza mu bayizi abakulembera essomero lyaffe.,Tunafurahi kwasababu leo ndio mwisho wa uongozi wetu wa shule.,Pos
She felt uneasy before her father-in-law.,Yawulidde nga tateredde mu maaso nga ssezaala we.,Alikuwa na wasiwasi mbele ya baba mkwe wake.,Neg
The young girl's smile is as bright as sunshine.,Akamwenyu k'akaana ak'obuwala kaakaayakana ng'akasana.,Tabasamu la mabinti wale linang'aa kama mwanga wa jua.,Pos
That is one of the greatest discoveries so far.,Ekyo ky'ekimu ku byazuulibwa ekikyasinze okuba eky'amaanyi mu kaseera kano.,Ule ni moja ya uvumbuzi mkubwa sana,Pos
He denied being part of the robbery.,Yeegaanye eky'okwenyigira mu bubbi.,Alikataa kuwa sehemu ya wizi ule.,Neg
The prison warden is angry because the prisoners had planned to escape.,Atwala abasibe mu kkomera munyiivu kubanga abasibe baabadde bateeseteese kutoloka.,Msimamizi wa gereza amekasirika kwasababu wafungwa walipanga kutoroka.,Neg
Thank you for accepting my apology.,Weebale kukkiriza kwetonda kwange.,Nashkuru kwa kukubali msamaha wangu.,Pos
I love this graduation picture.,Njagala ekifaananyi kino eky'amatikkira.,Ninazipenda picha hizi za mahafali.,Pos
The teacher was furious when we failed to finish the assignment on time.,Omusomesa yabadde munyiivu nga tulemereddwa okumaliriza omulimu mu budde.,Mwalimu yule alikasirika tuliposhindwa kumaliza kazi kwa wakati.,Neg
We were happy when you quit smoking.,Twasanyuka ng'ovudde ku kunywa sigala.,Tulifurahi ulipoacha kuvuta sigara.,Pos
My friend enjoys dancing at that nightclub.,Mukwano gwange anyumirwa okuzina mu kidongo ekikeesa.,Rafiki yangu anafurahia kunengua katika klabu ile ya usiku.,Pos
I am lucky to have you as my best friend.,Ndi wa mukisa okubeera naawe nga mukwano gwange asinga.,Nina bahati kuwa nawe rafiki yangu wa kweli.,Pos
The children are sad because the game room was destroyed by fire.,Abaana banakuwavu kubanga ekisenge ky'emizannyo kyasaanyiziddwawo omuliro.,Watoto wale wana huzuni kwasababu chumba cha kuchezea kiliungua moto.,Neg
They failed to control the nose bleeding when he knocked his head on the window.,Baalemereddwa okufuga omusaayi oguva mu nnyindo nga yeekoonye omutwe ku ddinisa.,Walishindwa kuzuia uvujaji wa damu puani baada ya kujiginga kichwa chake kwenye dirisha.,Neg
